Тип	Вид	ИмяПеременной	ТЧ	Реквизит	Значение	Режим	ДополнительныйТипЗначения
Справочник	Справочник1	ТестовыйЭлемент_450					
				Ссылка	820c0da5-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_451					
				Ссылка	820c0da4-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_452					
				Ссылка	820c0da3-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_453					
				Ссылка	820c0da2-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_454					
				Ссылка	820c0da1-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_455					
				Ссылка	820c0da0-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_456					
				Ссылка	820c0d9f-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_457					
				Ссылка	820c0d9e-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_458					
				Ссылка	820c0d9d-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_459					
				Ссылка	820c0d9c-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_460					
				Ссылка	820c0d9b-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_461					
				Ссылка	820c0d9a-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_462					
				Ссылка	820c0d99-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_463					
				Ссылка	820c0d98-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_464					
				Ссылка	820c0d97-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_465					
				Ссылка	820c0d96-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_466					
				Ссылка	820c0d95-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_467					
				Ссылка	820c0d94-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_468					
				Ссылка	820c0d93-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_469					
				Ссылка	820c0d92-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_470					
				Ссылка	820c0d91-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_471					
				Ссылка	820c0d90-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_472					
				Ссылка	820c0d8f-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_473					
				Ссылка	820c0d8e-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_474					
				Ссылка	820c0d8d-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_475					
				Ссылка	820c0d8c-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_476					
				Ссылка	820c0d8b-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_477					
				Ссылка	820c0d8a-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_478					
				Ссылка	820c0d89-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_479					
				Ссылка	820c0d88-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_480					
				Ссылка	820c0d87-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_481					
				Ссылка	820c0d86-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_482					
				Ссылка	820c0d85-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_483					
				Ссылка	820c0d84-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_484					
				Ссылка	820c0d83-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_485					
				Ссылка	820c0d82-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_486					
				Ссылка	820c0d81-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_487					
				Ссылка	820c0d80-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_488					
				Ссылка	820c0d7f-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_489					
